,full_train,train_val,AL_subset,random_subset,top_900,mixed_top_50,mean_sample_accuracy,number_good_subsets,pvalue_less,pvalue_greater,dataset
224,0.8189,0.8247777777777778,0.8202,0.8106345666666667,0.8233333333333334,0.7744444444444445,0.8176980000000001,1000,1.9920368409511882e-275,1.0,224
50,0.8216,0.8287777777777777,0.8229,0.8123396,0.8251111111111111,0.7368888888888889,0.8179652222222222,1000,0.0,1.0,50
251,0.8227,0.8254444444444444,0.8165,0.8129337777777778,0.8225555555555556,0.76,0.8187017777777779,1000,9.83e-322,1.0,251
327,0.8232,0.8332222222222222,0.8223,0.8124966888888889,0.8304444444444444,0.7293333333333333,0.8217983333333332,1000,0.0,1.0,327
350,0.8255,0.8348888888888889,0.8082,0.8145430333333333,0.8334444444444444,0.7392222222222222,0.8236274444444444,1000,0.0,1.0,350
245,0.8258,0.8392222222222222,0.8076,0.8199790000000001,0.8425555555555555,0.7338888888888889,0.8279447777777778,1000,0.0,1.0,245
124,0.8278,0.8444444444444444,0.8305,0.8227456555555557,0.8566666666666667,0.7852222222222223,0.8444408888888888,1000,0.4920195276393588,0.5079804723606413,124
6,0.8281,0.8324444444444444,0.8225,0.8209310222222223,0.8442222222222222,0.8113333333333334,0.829018,1000,9.286419682636039e-64,1.0,6
436,0.8288,0.8363333333333334,0.8214,0.8161942888888889,0.8367777777777777,0.7407777777777778,0.8269082222222222,1000,4.24566567367e-313,1.0,436
197,0.8291,0.8273333333333334,0.8213,0.8086363999999999,0.8365555555555556,0.7441111111111111,0.8262315555555556,1000,1.6815163771473202e-08,0.9999999831848363,197
134,0.8295,0.8381111111111111,0.8225,0.8206460222222224,0.8423333333333334,0.7524444444444445,0.8314951111111111,1000,4.916344204405489e-203,1.0,134
26,0.8298,0.834,0.819,0.8180914555555555,0.8326666666666667,0.7303333333333333,0.8228002222222223,1000,0.0,1.0,26
268,0.8306,0.8381111111111111,0.8274,0.825166788888889,0.8378888888888889,0.7975555555555556,0.8279877777777779,1000,0.0,1.0,268
77,0.831,0.8302222222222222,0.8244,0.8136688777777777,0.8312222222222222,0.7454444444444445,0.8189747777777777,1000,0.0,1.0,77
217,0.8311,0.8393333333333334,0.8368,0.823494711111111,0.8426666666666667,0.7454444444444445,0.8355314444444444,1000,6.083199883313256e-112,1.0,217
425,0.8311,0.8251111111111111,0.8395,0.8084373111111112,0.8418888888888889,0.8223333333333334,0.835087,1000,1.0,0.0,425
479,0.8318,0.8415555555555555,0.8341,0.8236408444444445,0.8403333333333334,0.7801111111111111,0.8331586666666667,1000,0.0,1.0,479
474,0.8322,0.8404444444444444,0.822,0.8245701555555556,0.8451111111111111,0.7758888888888889,0.837152,1000,6.955946984958676e-80,1.0,474
175,0.8352,0.8378888888888889,0.8401,0.8216332777777777,0.8456666666666667,0.7496666666666667,0.8329677777777779,1000,2.1241664328893504e-136,1.0,175
448,0.8358,0.8513333333333334,0.8431,0.8252768888888888,0.8683333333333333,0.7237777777777777,0.8554918888888889,1000,1.0,1.3832294712723514e-63,448
306,0.8374,0.836,0.8364,0.8183099666666667,0.8396666666666667,0.7398888888888889,0.8270093333333333,1000,1.2171420999851922e-269,1.0,306
186,0.8378,0.8362222222222222,0.8365,0.8154651555555557,0.8536666666666667,0.8105555555555556,0.8420331111111111,1000,1.0,1.2653911996402445e-178,186
447,0.8387,0.8477777777777777,0.8209,0.8284843666666668,0.8503333333333334,0.7575555555555555,0.8374856666666667,1000,0.0,1.0,447
117,0.839,0.8403333333333334,0.8288,0.8257471888888889,0.8453333333333334,0.7473333333333333,0.8337457777777777,1000,1.5344547633270365e-214,1.0,117
181,0.8392,0.8461111111111111,0.8509,0.8270453666666668,0.8606666666666667,0.783,0.849987888888889,1000,1.0,1.8418702801135558e-86,181
12,0.8398,0.844,0.8329,0.8239012111111111,0.8482222222222222,0.7382222222222222,0.8352215555555556,1000,2.4656170062655515e-258,1.0,12
483,0.8407,0.843,0.8214,0.827229611111111,0.85,0.7578888888888888,0.8394944444444445,1000,6.211146905402947e-84,1.0,483
472,0.842,0.8572222222222222,0.8313,0.8370443444444443,0.8885555555555555,0.8004444444444444,0.8775783333333333,1000,1.0,0.0,472
60,0.8422,0.85,0.8469,0.8315324111111111,0.8606666666666667,0.7184444444444444,0.8509317777777778,1000,0.9999999996105392,3.894608337938306e-10,60
135,0.8425,0.8498888888888889,0.8396,0.8357587444444443,0.8453333333333334,0.7506666666666667,0.8413806666666667,1000,0.0,1.0,135
100,0.8435,0.8501111111111112,0.8384,0.8280820222222223,0.8582222222222222,0.7911111111111111,0.8478653333333332,1000,1.0134347011315718e-38,1.0,100
399,0.8436,0.8587777777777778,0.8461,0.8387652666666665,0.8588888888888889,0.8124444444444444,0.8492695555555556,1000,0.0,1.0,399
277,0.8437,0.8563333333333333,0.8365,0.8365072222222221,0.8551111111111112,0.7503333333333333,0.8437905555555556,1000,0.0,1.0,277
337,0.8438,0.8464444444444444,0.8014,0.8335088555555556,0.862,0.7921111111111111,0.8540207777777777,1000,1.0,3.576706038212784e-260,337
244,0.8446,0.8543333333333333,0.8519,0.8375115111111112,0.8516666666666667,0.7628888888888888,0.8433221111111111,1000,0.0,1.0,244
288,0.8464,0.8487777777777777,0.8411,0.8308427333333334,0.8452222222222222,0.7282222222222222,0.8359968888888889,1000,0.0,1.0,288
90,0.8464,0.8463333333333334,0.8434,0.8336110222222222,0.8466666666666667,0.8183333333333334,0.8392286666666666,1000,1.140085396785e-312,1.0,90
470,0.8469,0.8448888888888889,0.8455,0.8302845777777776,0.8471111111111111,0.7654444444444445,0.8368371111111113,1000,3.0966022843161796e-266,1.0,470
116,0.8477,0.8601111111111112,0.835,0.8388951333333332,0.8657777777777778,0.7976666666666666,0.8546703333333333,1000,1.4111759970119967e-132,1.0,116
307,0.8488,0.8533333333333334,0.8458,0.8404317555555555,0.8706666666666667,0.8077777777777778,0.8585838888888888,1000,1.0,1.1204418567822321e-161,307
52,0.849,0.8571111111111112,0.8446,0.8449541888888888,0.8566666666666667,0.8162222222222222,0.8500522222222222,1000,2.222087982416963e-297,1.0,52
411,0.8506,0.8521111111111112,0.859,0.8302718555555555,0.8764444444444445,0.7825555555555556,0.867933111111111,1000,1.0,0.0,411
461,0.8506,0.8491111111111111,0.8634,0.8359986777777778,0.867,0.8314444444444444,0.8579434444444444,1000,1.0,7.1238749725653695e-308,461
111,0.852,0.8584444444444445,0.8446,0.8418174333333333,0.858,0.7474444444444445,0.8485498888888889,1000,0.0,1.0,111
257,0.8528,0.8493333333333334,0.848,0.8360291444444445,0.8531111111111112,0.7855555555555556,0.8430524444444444,1000,1.7180264372354772e-245,1.0,257
184,0.8533,0.8538888888888889,0.8247,0.8387757555555556,0.8548888888888889,0.7568888888888889,0.8445956666666666,1000,0.0,1.0,184
209,0.8535,0.8557777777777777,0.8451,0.8422518222222223,0.8624444444444445,0.8156666666666667,0.8511447777777778,1000,1.1234816857448448e-126,1.0,209
248,0.8535,0.8632222222222222,0.849,0.8436457111111111,0.8604444444444445,0.8127777777777778,0.8517073333333333,1000,0.0,1.0,248
451,0.8545,0.8564444444444445,0.8514,0.8408639444444445,0.8562222222222222,0.7415555555555555,0.846697,1000,0.0,1.0,451
9,0.8548,0.8605555555555555,0.8417,0.8449417444444444,0.8566666666666667,0.7907777777777778,0.848150111111111,1000,0.0,1.0,9
211,0.8553,0.87,0.8707,0.8503893444444446,0.8901111111111111,0.789,0.8779593333333333,1000,1.0,1.234927746174732e-228,211
145,0.8555,0.8703333333333333,0.8537,0.851420488888889,0.8644444444444445,0.6254444444444445,0.8553581111111112,1000,0.0,1.0,145
309,0.857,0.8601111111111112,0.8491,0.8411573,0.8557777777777777,0.7654444444444445,0.8482743333333332,1000,0.0,1.0,309
42,0.8572,0.8561111111111112,0.8553,0.8441678666666667,0.8604444444444445,0.8182222222222222,0.8487844444444445,1000,8.28153507028092e-234,1.0,42
59,0.8576,0.8504444444444444,0.8357,0.8371443666666666,0.8558888888888889,0.7776666666666666,0.8462971111111112,1000,2.1270130266483746e-140,1.0,59
332,0.8586,0.8607777777777778,0.8515,0.8382582444444444,0.8601111111111112,0.784,0.844684,1000,0.0,1.0,332
286,0.8589,0.8503333333333334,0.8172,0.8408155222222222,0.8715555555555555,0.8034444444444444,0.8609492222222223,1000,1.0,0.0,286
201,0.8589,0.8673333333333333,0.8495,0.8487155666666666,0.8674444444444445,0.8308888888888889,0.8551832222222222,1000,0.0,1.0,201
241,0.8605,0.8593333333333333,0.8597,0.8434469444444445,0.8732222222222222,0.835,0.8649473333333333,1000,1.0,2.9703478790259295e-161,241
29,0.8607,0.853,0.8655,0.8455906999999999,0.8685555555555555,0.7698888888888888,0.8615291111111112,1000,1.0,2.2793175697893018e-297,29
325,0.8608,0.8574444444444445,0.858,0.8444562,0.8586666666666667,0.8095555555555556,0.8501583333333333,1000,0.0,1.0,325
61,0.8609,0.8616666666666667,0.8606,0.8465307666666667,0.8675555555555555,0.8053333333333333,0.8558011111111111,1000,3.6275746016527325e-198,1.0,61
89,0.8613,0.8617777777777778,0.8662,0.8485080777777777,0.8833333333333333,0.8231111111111111,0.875953,1000,1.0,0.0,89
407,0.8614,0.8581111111111112,0.8516,0.839905411111111,0.8586666666666667,0.7358888888888889,0.8518566666666667,1000,7.767178788725038e-243,1.0,407
7,0.8616,0.8693333333333333,0.8844,0.8458516111111112,0.8877777777777778,0.8176666666666667,0.8781865555555555,1000,1.0,2.82532208400111e-210,7
18,0.862,0.8641111111111112,0.8668,0.8489791555555556,0.874,0.8003333333333333,0.8644647777777777,1000,0.983813956351156,0.01618604364884403,18
300,0.8621,0.8705555555555555,0.8552,0.8523467444444445,0.8683333333333333,0.735,0.8576181111111112,1000,0.0,1.0,300
489,0.8622,0.8602222222222222,0.8656,0.8468023777777779,0.8671111111111112,0.8097777777777778,0.8579855555555556,1000,2.4047021271621617e-41,1.0,489
397,0.8623,0.8575555555555555,0.8704,0.8497668666666667,0.8758888888888889,0.8428888888888889,0.8661903333333334,1000,1.0,3.829459014479061e-304,397
3,0.8632,0.8772222222222222,0.8395,0.8550934111111111,0.893,0.8146666666666667,0.8831108888888889,1000,1.0,1.0613108096787462e-148,3
54,0.8641,0.8698888888888889,0.8514,0.8552820333333333,0.8676666666666667,0.7534444444444445,0.8589803333333335,1000,0.0,1.0,54
47,0.8652,0.8711111111111111,0.8475,0.8522108333333334,0.869,0.7992222222222222,0.8608994444444446,1000,0.0,1.0,47
444,0.8653,0.8721111111111111,0.8587,0.8551873999999999,0.8792222222222222,0.7917777777777778,0.868115,1000,2.709150297939392e-96,1.0,444
269,0.8655,0.869,0.863,0.8519535555555556,0.8643333333333333,0.7657777777777778,0.8562244444444445,1000,0.0,1.0,269
57,0.8656,0.8728888888888889,0.8478,0.8604228777777776,0.8974444444444445,0.8444444444444444,0.8866026666666667,1000,1.0,0.0,57
471,0.866,0.8671111111111112,0.8774,0.855390011111111,0.886,0.8047777777777778,0.8774683333333333,1000,1.0,0.0,471
421,0.866,0.8754444444444445,0.8536,0.8553714222222223,0.878,0.7744444444444445,0.8673105555555556,1000,1.0627815389741023e-236,1.0,421
282,0.8672,0.8628888888888889,0.8913,0.8503416222222222,0.892,0.8407777777777777,0.8833540000000001,1000,1.0,0.0,282
281,0.8679,0.875,0.8844,0.8580410777777777,0.8878888888888888,0.8333333333333334,0.8767711111111112,1000,1.0,1.6363843977848365e-19,281
437,0.8686,0.874,0.8659,0.8555723111111111,0.8812222222222222,0.83,0.8724001111111112,1000,5.110630061336714e-27,1.0,437
419,0.8689,0.8692222222222222,0.8641,0.8550946555555554,0.8635555555555555,0.8232222222222222,0.8593275555555556,1000,0.0,1.0,419
374,0.8693,0.8785555555555555,0.8645,0.8577560777777777,0.8758888888888889,0.7673333333333333,0.8662802222222222,1000,0.0,1.0,374
481,0.8695,0.8782222222222222,0.8645,0.8626748666666666,0.8765555555555555,0.8042222222222222,0.8669386666666666,1000,0.0,1.0,481
107,0.8696,0.8753333333333333,0.868,0.8563855777777779,0.8757777777777778,0.8203333333333334,0.8666604444444443,1000,0.0,1.0,107
344,0.8699,0.8718888888888889,0.8821,0.8543000333333334,0.8805555555555555,0.8402222222222222,0.8709878888888889,1000,2.420569473884031e-10,0.9999999997579431,344
460,0.87,0.8707777777777778,0.8711,0.8538423222222222,0.8737777777777778,0.7988888888888889,0.8639234444444444,1000,2.380231221312241e-244,1.0,460
402,0.8706,0.8761111111111111,0.863,0.8600537111111111,0.8764444444444445,0.7945555555555556,0.8685441111111111,1000,3.25536434222055e-310,1.0,402
375,0.8709,0.8682222222222222,0.8759,0.8523573111111111,0.8814444444444445,0.8066666666666666,0.8731253333333334,1000,1.0,1.327557481975159e-174,375
80,0.8717,0.8834444444444445,0.8679,0.8678673666666668,0.88,0.7447777777777778,0.8720425555555555,1000,0.0,1.0,80
401,0.8719,0.8801111111111111,0.8674,0.8612848777777777,0.8788888888888889,0.7558888888888889,0.8702643333333333,1000,0.0,1.0,401
485,0.8727,0.873,0.8651,0.8585729999999999,0.8825555555555555,0.8376666666666667,0.8750756666666666,1000,1.0,1.4820642850829065e-34,485
166,0.8728,0.8698888888888889,0.8667,0.8550058444444445,0.8683333333333333,0.7777777777777778,0.8585398888888889,1000,0.0,1.0,166
439,0.8731,0.8736666666666667,0.8742,0.8593622,0.871,0.8016666666666666,0.8636808888888888,1000,0.0,1.0,439
92,0.8733,0.8745555555555555,0.867,0.8589141111111112,0.8725555555555555,0.763,0.8634346666666667,1000,0.0,1.0,92
468,0.8737,0.8858888888888888,0.8826,0.8675274666666666,0.8957777777777778,0.8451111111111111,0.8852771111111112,1000,5.8745743678703153e-05,0.9999412542563213,468
133,0.8739,0.8814444444444445,0.8684,0.8639399,0.8842222222222222,0.8002222222222222,0.8749231111111111,1000,1.365682550794537e-252,1.0,133
415,0.8741,0.8778888888888889,0.8719,0.8605075666666667,0.8774444444444445,0.7483333333333333,0.8682658888888889,1000,0.0,1.0,415
433,0.8741,0.8756666666666667,0.8778,0.8612115555555554,0.8892222222222222,0.8525555555555555,0.8806944444444446,1000,1.0,1.0025041107386488e-146,433
215,0.8742,0.8751111111111111,0.8728,0.857893011111111,0.88,0.7426666666666667,0.8656374444444445,1000,1.3051219320286697e-296,1.0,215
174,0.8742,0.8731111111111111,0.8621,0.8603606333333333,0.8755555555555555,0.8475555555555555,0.8668347777777778,1000,1.6040172636025612e-265,1.0,174
291,0.8743,0.8825555555555555,0.8755,0.8621065444444445,0.8815555555555555,0.765,0.8726271111111111,1000,0.0,1.0,291
442,0.8743,0.8648888888888889,0.8696,0.8534003111111111,0.866,0.7445555555555555,0.857591,1000,2.3179827513627273e-268,1.0,442
333,0.8751,0.8843333333333333,0.8851,0.8632336555555555,0.8924444444444445,0.834,0.8822537777777778,1000,1.901714243958083e-40,1.0,333
249,0.8757,0.8886666666666667,0.8791,0.8724457777777778,0.8897777777777778,0.8542222222222222,0.8815693333333333,1000,3.423536897543004e-279,1.0,249
33,0.8758,0.8771111111111111,0.8681,0.8637274333333332,0.874,0.8057777777777778,0.8669595555555557,1000,0.0,1.0,33
263,0.8759,0.8833333333333333,0.8813,0.8659913666666668,0.8814444444444445,0.8384444444444444,0.874711,1000,0.0,1.0,263
357,0.876,0.8843333333333333,0.8757,0.8658515555555556,0.8851111111111111,0.7637777777777778,0.8733793333333333,1000,0.0,1.0,357
43,0.8765,0.8872222222222222,0.8717,0.8711116444444444,0.894,0.8382222222222222,0.8795485555555556,1000,1.0628658846135946e-236,1.0,43
274,0.8786,0.8798888888888889,0.8744,0.8651927777777779,0.8773333333333333,0.8287777777777777,0.8694574444444445,1000,0.0,1.0,274
404,0.8787,0.8795555555555555,0.8818,0.8636870444444444,0.8965555555555556,0.8257777777777778,0.8852288888888888,1000,1.0,4.5161200481196555e-195,404
429,0.8789,0.883,0.8848,0.8644722000000001,0.8866666666666667,0.8346666666666667,0.8761175555555556,1000,7.289990996610586e-238,1.0,429
104,0.879,0.8846666666666667,0.8816,0.8734859555555555,0.8868888888888888,0.8095555555555556,0.8771685555555555,1000,1.446397794732726e-273,1.0,104
40,0.8792,0.89,0.8788,0.8700788333333334,0.8905555555555555,0.8192222222222222,0.8813941111111111,1000,1.9040438658023554e-307,1.0,40
314,0.8794,0.8725555555555555,0.8985,0.8628997222222224,0.8968888888888888,0.8164444444444444,0.8842369999999999,1000,1.0,0.0,314
78,0.8797,0.8851111111111111,0.8786,0.8662239666666668,0.8835555555555555,0.8265555555555556,0.8732293333333334,1000,0.0,1.0,78
371,0.8797,0.8855555555555555,0.8926,0.8682323333333334,0.8952222222222223,0.8271111111111111,0.8877056666666667,1000,1.0,1.5064497813030753e-38,371
122,0.8803,0.8892222222222222,0.9022,0.8665480666666666,0.9063333333333333,0.8501111111111112,0.8957411111111112,1000,1.0,2.283652116862817e-206,122
247,0.8803,0.887,0.8871,0.8715892555555557,0.8914444444444445,0.8377777777777777,0.8839494444444445,1000,2.456161263831956e-95,1.0,247
169,0.8805,0.8822222222222222,0.8905,0.8693498111111112,0.8903333333333333,0.8542222222222222,0.8824035555555556,1000,0.9013529978004227,0.0986470021995774,169
13,0.8805,0.8784444444444445,0.8922,0.8610948888888889,0.8824444444444445,0.8442222222222222,0.8751458888888889,1000,2.0799498788569428e-98,1.0,13
31,0.8807,0.8931111111111111,0.881,0.8758379333333334,0.8931111111111111,0.763,0.8834275555555555,1000,0.0,1.0,31
108,0.8815,0.8864444444444445,0.886,0.8697485111111111,0.8928888888888888,0.8248888888888889,0.882164,1000,1.042330140680881e-109,1.0,108
154,0.8816,0.8913333333333333,0.8854,0.8747603777777778,0.8927777777777778,0.8154444444444444,0.8844884444444444,1000,6.05352513310688e-260,1.0,154
199,0.8818,0.8797777777777778,0.8808,0.8674115666666666,0.881,0.8237777777777778,0.8728177777777778,1000,7.809094315488274e-230,1.0,199
188,0.8824,0.8792222222222222,0.8736,0.8645613333333333,0.8971111111111111,0.8448888888888889,0.8850925555555555,1000,1.0,5.688266994738972e-167,188
115,0.8827,0.8867777777777778,0.8785,0.8681080444444443,0.8876666666666667,0.7881111111111111,0.879119222222222,1000,1.443352881723702e-272,1.0,115
260,0.8832,0.885,0.8837,0.8670825777777778,0.883,0.7763333333333333,0.8740939999999999,1000,0.0,1.0,260
212,0.8832,0.8904444444444445,0.8839,0.8722178,0.8906666666666667,0.7924444444444444,0.8815365555555555,1000,1.5221219100152456e-299,1.0,212
216,0.8833,0.879,0.8822,0.8647093777777778,0.8881111111111111,0.8584444444444445,0.8776492222222222,1000,2.5966204283368562e-23,1.0,216
403,0.8835,0.8934444444444445,0.8783,0.8728114444444446,0.9007777777777778,0.7873333333333333,0.8895823333333334,1000,3.6247915139834497e-96,1.0,403
127,0.8838,0.8754444444444445,0.8777,0.8639178888888888,0.8843333333333333,0.8481111111111111,0.8762877777777778,1000,0.9999999998553428,1.446571813092996e-10,127
336,0.8842,0.888,0.8847,0.8720554666666667,0.888,0.7618888888888888,0.8783302222222221,1000,0.0,1.0,336
222,0.8842,0.8841111111111111,0.8931,0.867583011111111,0.8898888888888888,0.8201111111111111,0.8823806666666667,1000,4.3173145883835923e-35,1.0,222
63,0.8852,0.8865555555555555,0.8821,0.8726693888888889,0.8934444444444445,0.8073333333333333,0.8812446666666667,1000,1.1123274507380972e-152,1.0,63
105,0.8853,0.8901111111111111,0.8865,0.8700155444444445,0.8883333333333333,0.8003333333333333,0.8784476666666667,1000,0.0,1.0,105
102,0.8859,0.8921111111111111,0.8948,0.8721188444444445,0.8964444444444445,0.8414444444444444,0.887725222222222,1000,1.48208240181304e-171,1.0,102
84,0.8862,0.8984444444444445,0.9096,0.8727725777777777,0.923,0.9036666666666666,0.9104937777777777,1000,1.0,0.0,84
14,0.887,0.8853333333333333,0.891,0.8746063111111111,0.8964444444444445,0.8032222222222222,0.8870757777777778,1000,1.0,6.432315984059627e-30,14
458,0.8878,0.8874444444444445,0.8884,0.8727933666666667,0.8857777777777778,0.8304444444444444,0.8771113333333334,1000,0.0,1.0,458
250,0.8889,0.9002222222222223,0.8938,0.8834071111111113,0.8998888888888888,0.7475555555555555,0.889845,1000,0.0,1.0,250
182,0.8892,0.8921111111111111,0.9012,0.8745654222222221,0.9002222222222223,0.8113333333333334,0.8941656666666666,1000,1.0,1.6918683703701857e-44,182
373,0.8895,0.8858888888888888,0.8798,0.8703079111111112,0.8876666666666667,0.716,0.8747607777777777,1000,0.0,1.0,373
187,0.8895,0.895,0.8838,0.8789561333333333,0.8901111111111111,0.8377777777777777,0.8837693333333333,1000,0.0,1.0,187
167,0.8895,0.899,0.8844,0.8721813555555556,0.8954444444444445,0.8076666666666666,0.884271888888889,1000,0.0,1.0,167
279,0.8896,0.8955555555555555,0.8787,0.8801131333333334,0.9,0.8316666666666667,0.8916423333333333,1000,3.8530957846582397e-122,1.0,279
147,0.8898,0.8973333333333333,0.8861,0.8836158444444443,0.8958888888888888,0.7931111111111111,0.8877612222222222,1000,0.0,1.0,147
53,0.8901,0.887,0.8898,0.8747267666666667,0.8877777777777778,0.7842222222222223,0.8794697777777778,1000,6.108347955301213e-309,1.0,53
353,0.8903,0.8971111111111111,0.8758,0.8816474111111112,0.9037777777777778,0.8456666666666667,0.894259,1000,6.103141489800223e-62,1.0,353
324,0.8905,0.8937777777777778,0.8876,0.877661688888889,0.8914444444444445,0.8186666666666667,0.8840263333333332,1000,0.0,1.0,324
66,0.8905,0.9081111111111111,0.8939,0.8886630333333334,0.9076666666666666,0.8671111111111112,0.8991846666666666,1000,1.7245763e-315,1.0,66
48,0.8906,0.8895555555555555,0.888,0.8772850666666667,0.8932222222222223,0.7991111111111111,0.8834162222222223,1000,2.2440740210046185e-221,1.0,48
362,0.8906,0.8891111111111111,0.8744,0.8707925222222223,0.891,0.8281111111111111,0.8806972222222222,1000,3.359494375939499e-247,1.0,362
271,0.8906,0.8913333333333333,0.89,0.8773951333333334,0.898,0.821,0.8858796666666666,1000,4.6072898179427875e-148,1.0,271
316,0.8907,0.894,0.9119,0.8741877777777778,0.9117777777777778,0.8261111111111111,0.9031651111111111,1000,1.0,2.3739228865211986e-290,316
380,0.8909,0.9022222222222223,0.8722,0.8831361888888889,0.904,0.8636666666666667,0.8977196666666666,1000,5.232070599434645e-131,1.0,380
151,0.891,0.8968888888888888,0.8995,0.8810144222222221,0.8981111111111111,0.8396666666666667,0.891241,1000,3.8333746122221686e-222,1.0,151
23,0.8913,0.8958888888888888,0.8881,0.8777660444444446,0.8941111111111111,0.8225555555555556,0.8855871111111111,1000,0.0,1.0,23
381,0.8916,0.9014444444444445,0.884,0.8858182777777777,0.9034444444444445,0.8726666666666667,0.8973672222222222,1000,1.2982907891733683e-113,1.0,381
390,0.8917,0.9014444444444445,0.889,0.8826427555555556,0.9058888888888889,0.8276666666666667,0.8940266666666666,1000,4.3710563929449225e-248,1.0,390
276,0.892,0.9006666666666666,0.8924,0.8859750555555557,0.9048888888888889,0.8248888888888889,0.895160888888889,1000,2.771103600217382e-184,1.0,276
183,0.8923,0.9071111111111111,0.9059,0.8868420666666667,0.9202222222222223,0.8944444444444445,0.9125550000000001,1000,1.0,7.303656174719368e-155,183
427,0.8926,0.899,0.8874,0.8803786333333333,0.8976666666666666,0.8241111111111111,0.885441,1000,0.0,1.0,427
305,0.8926,0.8964444444444445,0.8881,0.880038888888889,0.8966666666666666,0.7928888888888889,0.8859137777777778,1000,0.0,1.0,305
38,0.8928,0.8964444444444445,0.9,0.8807724444444444,0.9018888888888889,0.8492222222222222,0.8952276666666666,1000,4.1211059852576605e-15,0.9999999999999959,38
378,0.8929,0.888,0.8892,0.8756569777777778,0.8885555555555555,0.7973333333333333,0.8786673333333334,1000,0.0,1.0,378
391,0.8931,0.8933333333333333,0.891,0.8723230888888888,0.8906666666666667,0.7648888888888888,0.8805158888888889,1000,0.0,1.0,391
346,0.8932,0.8987777777777778,0.8918,0.8815536111111112,0.9045555555555556,0.7833333333333333,0.8944187777777778,1000,6.479184225629473e-113,1.0,346
388,0.8933,0.8978888888888888,0.8854,0.8833793222222223,0.8948888888888888,0.7755555555555556,0.8864036666666666,1000,0.0,1.0,388
70,0.8935,0.8875555555555555,0.8981,0.8739693999999999,0.8952222222222223,0.8623333333333333,0.8854344444444446,1000,7.014522289436974e-41,1.0,70
